x,y,z
859.0725599999996,-4137.2036800000005,5295.56871
1671.1414192046582,-3873.0972463211374,5302.406037931228
2456.6894327362,-3547.522885799086,5225.092005795599
3203.26582780017,-3165.6708344811627,5064.887886502803
3899.049625691116,-2733.6209531815784,4824.370726554698
4533.036789082744,-2258.2443328945164,4507.389985002523
5095.21363130585,-1747.0926026006748,4119.003982006844
5576.713796188009,-1208.2768114582145,3665.397327727047
5969.956424272637,-650.3378998603009,3153.780795116417
6268.763459541833,-82.11087845638781,2592.275360054183
6468.454412289117,487.41509882631567,1989.7823562248316
6565.917270920782,1049.2385514304972,1355.8418784666956
6559.654641072522,1594.4871667941095,700.4817161666551
6449.804578018242,2114.5567986108235,34.05920775565437
6238.135962178326,2601.2458618687247,-632.9015207436528
5928.018642667148,3046.883112671438,-1289.8744345079913
5524.368936117204,3444.446920271863,-1926.4960862961757
5033.571414088176,3787.6742799962817,-2532.72726212259
4463.378239475939,4071.157976217167,-3099.009369940711
3822.7876182703376,4290.430481866662,-3616.413255678989
3121.903215951259,4442.033373021949,-4076.7782483501423
2371.776646180424,4523.571241912977,-4472.839378412208
1584.2353717589594,4533.749307562891,-4798.340879602486
771.6985625680586,4472.394148556063,-5048.134272759927
-53.01636924879858,4340.457215567614,-5218.259539469845
-876.8936921063032,4140.001020665407,-5306.008122503056
-1686.9227596543478,3874.1681442539966,-5309.9667376969455
-2470.3018451571706,3547.1334468815285,-5230.041246662679
-3214.6393152197506,3164.040119674488,-5067.460119711506
-3908.149054588857,2730.9204512284346,-4824.757311457299
-4539.837098504716,2254.602427281706,-4505.734674928568
-5099.676518607868,1742.6035089367733,-4115.4043503646835
-5578.767744364624,1203.0131516875567,-3659.9118781854795
-5969.481685337292,644.3658268608012,-3146.441097269272
-6265.583250481833,75.50648487234821,-2583.102194403079
-6462.333138021324,-494.549448553958,-1978.8045628140846
-6556.566091096829,-1056.7593307489494,-1343.1164009091174
-6546.74417676831,-1602.1975158279938,-686.1132303970248
-6432.984044052092,-2122.198175986585,-18.217729531056648
-6217.057544173318,-2608.4943750771777,649.9665437587182
-5902.365545416569,-3053.3510748583103,1307.8248280789207
-5493.885237075772,-3449.6898341469014,1944.9014351182814
-4998.09168234089,-3791.2030849483526,2551.067790669789
-4422.854838227635,-4072.4560360724545,3116.685421240968
-3777.313701332448,-4288.974461084248,3632.7611391139385
-3071.729650898764,-4437.316869773162,4091.0918046929373
-2317.321435573064,-4515.129835606897,4484.396223053379
-1526.0845783915256,-4521.185549853041,4806.431958128674
-710.5982483195007,-4455.400989422513,5052.095117865958
116.17714003078072,-4318.838412720875,5217.501470641837
941.108188378611,-4113.687228346633,5300.047589947086
1751.0991470501472,-3843.227607846464,5298.451082804675
2533.3014125933205,-3511.776528727698,5212.769329154027
3275.3184385285304,-3124.617230897133,5044.396536005697
3965.4027229547514,-2687.9133427669985,4796.039283259519
4592.6417111405435,-2208.6091775021914,4471.671099905902
5147.129678182042,-1694.3179113795827,4076.4669528619056
5620.122929404288,-1153.1995321900845,3616.718849832837
6004.175966886243,-593.8305843356245,3099.7340473022464
6293.256611469862,-25.067838096389323,2533.7176111317276
6482.838433032053,544.0919262401123,1927.641297527656
6569.969220090294,1104.6538019826917,1291.1009046178317
6553.314605899281,1647.7660979844784,634.1643888817212
6433.176355655665,2164.858970029939,-32.78685364892635
6211.485202597137,2647.7782431043506,-699.221073296837
5891.768494804591,3088.9124234334904,-1354.6211195080505
5479.0932753319585,3481.3110209105166,-1988.6487624469205
4979.985762576288,3818.7924458114235,-2591.3059199757245
4402.328522881645,4096.0399059697675,-3153.0903915452654
3755.2369310821487,4308.683909478054,-3665.1437939013763
3048.916795240799,4453.37017138396,-4119.389513471926
2294.5052776697166,4527.811928848351,-4508.6586351785545
1503.8974739426203,4530.8258861058,-4826.801975743416
689.5612135142119,4462.351236708899,-5068.786540011724
-135.65718191660244,4323.4514443748885,-5230.774930166412
-958.7333048785731,4116.298703660431,-5310.18646876254
-1766.6682480570958,3844.141245892278,-5305.739045961706
-2546.6923119635594,3511.2539022615447,-5217.470967697125
-3286.4657423449466,3122.8725824121266,-5046.742362922079
-3974.273411578685,2685.1135705060306,-4796.216002322767
-4599.210407434565,2204.878778505491,-4469.817685110229
-5151.355586693016,1689.7483247353796,-4072.6766613353116
-5621.930291777073,1147.8620207622366,-3611.04687053753
-6003.439616679805,587.7915470214652,-3092.210088738608
-6289.793844040233,18.40527301386328,-2524.3623795184712
-6476.4079571362745,-551.2721732092077,-1916.4855353558253
-6560.277456472365,-1112.203363521653,-1278.205466402453
-6540.029076831497,-1655.4822503140722,-619.6397390420448
-6415.945402022151,-2172.4767187598704,48.76332034112056
-6189.962804578894,-2654.9671570720457,716.3913659931018
-5865.642588584407,-3095.278731130966,1372.6378960133409
-5448.115676669024,-3486.405134131968,2007.0724331086399
-4944.001647343243,-3822.1217100883146,2609.608186270208
-4361.303385802382,-4097.086020591112,3170.664379192087
-3709.2790496826588,-4306.924134363723,3681.3205084726465
-2998.2934606010663,-4448.301164821968,4133.459925948655
-2239.651402913778,-4518.974856912857,4519.900322621252
-1445.4156341729936,-4517.831324852091,4834.50892274268
-628.2126797417986,-4444.902360172404,5072.300470536895
198.97030898598177,-4301.3640573995235,5229.516402305322
1022.9942114594755,-4089.516835142301,5303.6839359310325
1830.778614144892,-3812.7472559326907,5293.654169964309
2609.5110033722667,-3475.4723616274578,5199.618657102885
3346.851031467226,-3083.067536012446,5023.104293469891
4031.126534785428,-2641.7791766440696,4766.946737394594
4651.518162217447,-2158.6236990798975,4435.242931700544
5198.2297045721925,-1641.2746047008293,4033.283644856071
5662.641491998659,-1097.9395156221804,3567.4672627466493
6037.444540691996,-537.2292151360193,3045.1963493645617
6316.753473704495,31.979170838693335,2474.7587475851838
6496.196605920975,600.6826563165164,1865.1952077555527
6572.981962639236,1159.8943236843672,1226.1557104733179
6545.938387696615,1700.7844912587989,567.746790082274
6415.531284356044,2214.818956791324,-99.62773271053629
6183.852914625033,2693.892226937678,-765.4301361653643
5854.5875555524835,3130.4537427044156,-1419.153799249184
5432.952170349246,3517.6252348923076,-2050.4873237834868
4925.613594656728,3849.307488851251,-2649.475318722032
4340.58356132202,4120.274961895525,-3206.6734561754447
3687.09318850905,4326.256877167472,-3713.2955049166094
2975.448834122688,4464.00361248025,-4161.350169623414
2216.8714727973356,4531.337409831926,-4543.765711403717
1423.3219786248133,4527.186649154515,-4854.500495742728
607.3148958394181,4451.603156842764,-5088.637806608347
-218.27655083607306,4305.762254126562,-5242.463478829761
-1040.4213164305506,4091.9454907708523,-5313.525133816973
-1846.1342722969644,3813.506254112104,-5300.672054903391
-2622.6797561183803,3474.8186900255214,-5204.075006539658
-3357.77184210794,3081.2106186917295,-5025.225584379741
-4039.7682485940195,2638.8813712418932,-4766.914978664726
-4657.854853728854,2154.805710339876,-4433.192338366965
-5202.217888760683,1636.6252249304243,-4029.303234833515
-5664.201023695597,1092.5288027925321,-3561.6090370405955
-6036.444753062429,531.1239799324292,-3037.4883212708487
-6313.005729768142,-38.69886120687329,-2465.221740693039
-6489.453981473673,-607.9073267378285,-1853.8620691046515
-6562.946274047796,-1167.470646826996,-1213.0914017910952
-6532.274256618832,-1708.5037996093974,-553.0677387067626
-6397.886427286255,-2222.409770852577,115.7366152902091
-6161.883391041161,-2701.017597720379,782.7022275740692
-5827.986333968357,-3136.713889449627,1437.2325598907903
-5401.479101363822,-3522.5656064461546,2068.9240249096706
-4889.1247321596375,-3852.432011822078,2667.7332403684204
-4299.057757642613,-4121.063884065366,3224.138671884911
-3640.6540083517616,-4324.1882934249215,3729.2939382009604
-2924.3800789453735,-4458.57749355446,4175.170189237848
-2161.624967052472,-4522.100758737745,4554.685155449197
-1364.516719974637,-4513.758299427837,4861.81670260251
-545.7271852248923,-4433.696707971318,5091.699003968004
281.73183848152667,-4283.2057148909025,5240.699755417272
1104.7176179823227,-4064.6963664107475,5306.477200658502
1910.1671706599236,-3781.6610585647936,5288.01609563445
2685.3061180342406,-3438.616175124407,5185.642114516307
3417.8522740139656,-3041.0283692125977,5001.014576251924
4096.210661901741,-2595.2257961401388,4737.097742064987
4709.65683968025,-2108.295842960955,4398.111293004174
5248.505649761596,-1587.9711048231948,3989.4609357504974
5704.26279021765,-1042.505526805131,3517.6503985113004
6069.756921897681,-480.5427610885015,2990.176362151212
6339.250371929951,89.02111742817078,2415.4081210539066
6508.52686108944,657.1783381699977,1802.453981027812
6574.9550629118885,1214.951386065627,1161.01657638414
6537.527189286356,1753.5339730571175,501.2394246132362
6396.872184287433,2264.4288728021725,-166.45286482348956
6155.243489710872,2739.5805374231513,-831.5182502038501
5816.481717457338,3171.5005176834875,-1483.462283268691
5385.952921663156,3553.383834225128,-2112.0020073145533
4870.463504118817,3879.2145947829576,-2707.226274842571
4278.153107482839,4143.8593180666985,-3259.750102752673
3618.3671500113887,4343.146606961934,-3760.8607819099475
2901.510931251978,4473.932009767488,-4202.653582979371
2138.8874888549276,4534.1471164937675,-4578.155050107354
1342.5216108635086,4522.832156099484,-4881.432046879832
524.9726040072055,4440.151588350693,-5107.684913715554
-300.86141504380066,4287.392419170406,-5253.323311244023
-1121.9448037154552,4066.9452092619877,-5316.023559059289
-1925.3082500846645,3782.267990617608,-5294.7665322005705
-2698.252134256235,3437.833552189537,-5189.8554472348915
-3428.546300489402,3039.0608021009893,-5002.913153996782
-4104.623160643436,2592.231156509672,-4736.858845512443
-4715.761107488779,2104.39114140355,-4395.8644044816765
-5252.255319741918,1583.242619586133,-3985.2909163731156
-5705.573190795092,1037.0222669130162,-3511.606192518963
-6068.491810760471,474.37211519247285,-2982.284456742027
-6335.21517641279,-95.79685038599041,-2405.6896505985455
-6501.469094560896,-664.4459083653817,-1790.944099373984
-6564.572078684284,-1222.5523903895978,-1147.784547306267
-6523.480912351902,-1761.2537248796195,-486.40780976838687
-6378.8099605973,-2271.989380543061,182.6915039385558
-6132.823745290456,-2746.638360536486,848.8885768628893
-5789.4027545952895,-3177.649946969653,1501.5985373088822
-5353.982920736293,-3558.165488555563,2130.446362773406
-4833.469664612507,-3882.129161035935,2725.43369842358
-4236.127859893133,-4144.385808757827,3277.099786995841
-3571.449502587621,-4340.764193379699,3776.673795142481
-2850.001274439992,-4468.144227882736,4216.215963154293
-2083.2545502581906,-4524.507055496098,4588.745198046751
-1283.4007118715735,-4508.967137548826,4888.350970126593
-463.15488761445795,-4421.78583467224,5110.287654880482
364.44856953871977,-4264.366294800719,5251.049778722396
1186.2654235585142,-4039.2297914962246,5308.426971240435
1989.2522141194122,-3749.9739798133173,5281.537789929068
2760.674736547455,-3401.2138471720787,5170.841957490427
3488.3109190843825,-2998.5064270823714,4978.1309281674185
4160.644807616796,-2548.2606084570475,4706.497070068514
4767.048558868345,-2057.6336080229203,4360.282107481285
5297.949584455455,-1534.4158744183983,3945.0058039798423
5744.980273046445,-986.9063574842373,3467.276177920202
6101.108038478426,-423.7802036300159,2934.682821987839
6360.743790213599,146.04897237078148,2355.675144249151
6519.827291172547,713.570036687214,1739.427557227885
6575.888249329328,1269.8162882875877,1095.693812497891
6528.082376592078,1806.0062128063923,434.6528107361619
6377.202035224389,2313.6808876098885,-233.25168850679574
6125.661472960499,2784.835966019493,-897.4749758445842
5777.457018419419,3212.046273676411,-1547.5364167994182
5338.102964597171,3588.5811785077644,-2173.1831012878324
4814.544206998559,3908.509044993569,-2764.549670796735
4215.0470218463915,4166.789250930347,-3312.3119498940496
3549.0696667443835,4359.350428346704,-3807.8321102550053
2827.1147594641343,4483.15378759674,-4243.293222985206
2060.5656386461615,4536.240593094073,-4611.821207085119
1261.5091316817789,4517.763078967026,-4907.592356993528
442.5473483107817,4427.99832153183,-5125.924828997979
-383.39871817115636,4268.34482131398,-5263.352683691295
-1203.2908686873138,4041.3017887397923,-5317.681318369134
-2004.1776442097394,3750.431372729832,-5288.0233779554965
-2773.397467531391,3400.3043181510284,-5174.814504124381
-3498.7778864897573,2996.4297839780274,-4979.80856781062
-4168.8278430207165,2545.1702962463833,-4706.052327853254
-4772.919954852173,2053.6430451961023,-4357.839765114326
-5301.459904581856,1529.608960750012,-3940.646653462444
-5746.040185732248,981.3512106262053,-3461.046242249942
-6099.575657781383,417.544956647901,-2926.6072344527856
-6356.418611812504,-152.87962727386366,-2345.7755450146815
-6512.451343846864,-720.8789319230461,-1727.741609203158
-6565.1545713698715,-1277.4398328045572,-1082.295274702045
-6513.650405906266,-1813.7236300034058,-419.67054736408954
-6358.7190052031765,-2321.207652011501,249.61733719729455
-6102.788465745831,-2791.822177248922,914.9398815622033
-5749.8979718125165,-3218.0803802875516,1565.725581978668
-5305.634681884207,-3593.1991073166437,2191.629651274454
-4777.045296990938,-3911.2084265082344,2782.7003735909607
-4172.523708070175,-4167.048081731728,3329.5392941750306
-3501.676550126483,-4356.649199338602,3823.452541055348
-2775.1688896950136,-4476.9998531182255,4256.590722593053
-2004.5526293222288,-4526.193376549972,4622.075042868003
-1202.0805200195819,-4503.45861780491,4914.107521419761
-380.50892287716033,-4409.171654559989,5128.063489398883
447.10735118425055,-4244.848815157557,5260.564853973421
1267.6246727470484,-4013.121182412424,5309.53296923838
2068.0211914088036,-3717.6910790246975,5274.22031668122
2835.604907794631,-3363.271342097629,5155.220572960123
3558.2158068889526,-2955.5084823241014,4954.457018902739
4224.418779456413,-2500.891085480157,4675.14961311347
4823.684254528828,-2006.6450454070687,4321.761408880815
5346.553712009492,-1480.6174152220892,3899.9253275265824
5784.787533216968,-931.1508247040606,3416.352609247573
6131.492970948667,-366.95053538712864,2878.724539284353
6381.230371531259,203.053709407126,2295.5692894598706
6530.096151579276,769.848833929394,1676.1259204325409
6575.7814144064905,1324.4803605038499,1030.1977571353582
6517.605478402231,1858.1929242203885,367.9974784785354
6356.523976062048,2362.567227621514,-300.0136470575926
6095.11156241054,2829.6513727102133,-963.289894728118
5737.519640737792,3252.084615100991,-1611.366082353839
5289.40986813549,3623.21171580595,-2234.020946703977
4757.864540214404,3937.1862173234827,-2821.4364564433204
4151.275271151767,4189.061139888853,-3364.3506972200285
3479.2116798660336,4374.865778684117,-3854.2020686884125
2752.2720639556337,4491.667481464228,-4283.262663381066
1981.9182885668001,4537.617496601875,-4644.758851766714
1180.2973360761093,4511.980202324351,-4932.977275160644
360.05215283853113,4415.145257323529,-5143.35464710774
-465.8754104904219,4248.622449387139,-5272.54998324182
-1284.4466403286347,4015.0192605493403,-5318.498118199308
-2082.7299645182725,3718.0014126295027,-5280.443624574231
-2848.1038435149353,3362.2369037864423,-5158.954521520924
-3568.4554539159017,2953.3242923767993,-4955.9154474558245
-4232.372092952502,2497.706226100674,-4674.500269908999
-4829.32229947509,2002.5694488463776,-4319.1244128926755
-5349.82379953069,1475.7327411201184,-3895.3774945221517
-5785.595544223347,925.5244584098348,-3409.9371807250363
-6129.6913147107425,360.65152096142515,-2870.4654697513583
-6376.612623495442,-209.9381262218535,-2285.488921334971
-6522.3989410418835,-777.1974272861585,-1664.2646277701463
-6564.693619293204,-1332.1242429445363,-1016.6339855998744
-6502.784264616144,-1865.905162924466,-352.8665596944156
-6337.616726384216,-2370.056746614142,316.5034699761177
-6071.782306791721,-2836.561848975358,980.8456304105621
-5709.478254314851,-3257.998746496265,1629.603485375294
-5256.442068219594,-3627.6608798942584,2252.4641488896086
-4719.860604629067,-3939.6651756741126,2839.5241482031934
-4108.2554254492,-4189.047095449343,3381.448846404306
-3431.3462594172083,-4371.8407868329605,3869.622733824093
-2699.8948395128596,-4485.14296821046,4296.2880497960305
-1925.5317335472998,-4527.15946626074,4654.669399173605
-1120.5690865765596,-4497.233633271677,4939.082276937854
-297.8024379896401,-4395.856194031202,5145.023703507776
529.6950425585796,-4224.656401914508,5269.243496173143
1348.78244112537,-3986.3747131749296,5309.79505068905
2146.461600774065,-3684.8175099966065,5266.064873250992
2910.084751468866,-3324.7947096343687,5138.780478294825
3627.5558666950237,-2912.0413826642753,4929.996643406804
4287.5224907604315,-2453.1247625772558,4643.060381017533
4879.554982232122,-1955.3382572300309,4282.55534005668
5394.31036963894,-1426.5842666793235,3854.226682780117
5823.678308193224,-875.2477694091,3364.8877869649396
6160.906953109588,-310.06275875499796,2822.310397130783
6400.7069182674395,260.02630674105285,2235.100087049792
6539.331860739427,826.0058305320754,1612.5590973340982
6574.634614743703,1378.9349652170524,964.538775162845
6506.09818610795,1910.0858665929113,301.28396798097083
6334.841304305777,2411.0801773139274,-366.7281902032396
6063.598608278472,2874.0196871137214,-1028.9526113308398
5696.675910133365,3291.6092264803865,-1674.941201302031
5239.881333734237,3657.2699835145254,-2294.5059388218615
4700.433460184124,3965.241586785344,-2877.8776504515545
4086.8479268391793,4210.6714678645,-3415.8581266493275
3408.804218831195,4389.690203615829,-3899.9633304701442
2676.9946604534694,4499.471738245036,-4322.555583209903
1902.9578566762332,4538.277596756419,-4676.962768056605
1098.8990510186618,4505.484423167183,-4957.582772356266
277.50005343704606,4401.59440701629,-5159.971590153498
-548.2784509612989,4228.228398787674,-5280.913728024122
-1365.399276674571,3988.1017571573257,-5318.4737976416745
-2160.952769884196,3684.9832165846765,-5272.028436626109
-2922.3594180827067,3323.6373105347775,-5142.27797336231
-3637.56794315559,2909.7511310198765,-4931.237539616125
-4295.245811230554,2449.846446270284,-4642.207634393408
-4884.959163995634,1951.1784318516557,-4279.724450484971
-5397.339293414069,1421.6224927055819,-3849.4905877867695
-5824.232946100011,869.5508603188788,-3358.2870903960493
-6158.833955534376,303.7008361780315,-2813.8680526434373
-6395.793959252933,-266.9632846294073,-2224.8393370621425
-6531.310262431285,-833.3924418114711,-1600.5232287954016
-6563.189255890395,-1386.5969213624771,-950.8111098276354
-6490.8841810522035,-1917.790016997049,-286.0064663238127
-6315.506450964194,-2418.528884148596,383.3392628928618
-6039.81017802899,-2880.8502473864155,1046.595334873934
-5668.150017147275,-3297.3986842277036,1693.2220783830824
-5206.412898239125,-3661.5453146649265,2312.9401695685756
-4661.924684464158,-3967.4948753741564,2895.895975240348
-4043.333241434791,-4210.379348353277,3432.820181341714
-3360.4698278303317,-4386.336542218967,3915.177028656002
-2624.191108966881,-4492.572285967324,4335.301635380098
-1846.204442728033,-4527.405184022131,4686.523093873753
-1038.8793836192986,-4490.293191356244,4963.271282131861
-215.0485888263138,-4381.841591256155,5161.165623487139
612.1985150219953,-4203.792288433466,5277.084353794806
1429.7258373544873,-3958.9946591174053,5309.213206107102
2224.5609938122084,-3651.3585201382202,5257.072790311935
2984.1024599573625,-3285.7900839409363,5121.524320873528
3696.3201185741273,-2868.1120497484308,4904.753721262996
4349.945962266115,-2404.9692373880844,4610.23450088831
4934.651919767854,-1903.7213952878046,4242.67015197132
5441.212029606202,-1372.3250045842292,3807.91714338043
5861.6464811332535,-819.2060550415201,3312.889890444778
6189.345372772671,-253.12588447446683,2765.449349881374
6419.170392690372,316.95774845969913,2174.277123946076
6547.533000324953,882.0321471007987,1548.7371556573016
6572.448070992705,1433.1714986296436,898.7272563612737
6493.562353415878,1961.6768460830708,234.52282784401677
6312.157475536357,2459.212080434987,-433.38477575232537
6031.127612189559,2917.9339095822043,-1094.452754588299
5654.932294749785,3330.6138734240894,-1738.2517354437546
5189.525194111964,3690.75060920609,-2354.6285286559255
4642.260041424138,3992.670726267591,-2933.864341700745
4021.77516347763,4231.61682184836,-3466.8261036816966
3337.858399672112,4403.821357448425,-3945.1086645293162
2601.2944333733003,4506.5653164097175,-4361.1657678096
1823.6968107614186,4538.220776111168,-4708.427855156953
1017.3271334544825,4498.276750790035,-4981.404942095187
194.9040956716708,4387.347891951551,-5175.77300814999
-630.5948092758649,4207.165871010485,-5288.4425674748145
-1446.1359668327445,3960.553511518783,-5317.608328472452
-2238.8336701733083,3651.381984163575,-5262.779110682568
-2996.1524172925165,3284.511624467773,-5124.78746284482
-3706.10438293854,2865.7171782391783,-4905.7787154567
-4357.439003828504,2401.5985203287396,-4609.179501750405
-4939.821691479257,1899.4781248082677,-4239.646089655015
-5443.9988088831915,1367.2867854800666,-3802.9931801897196
-5861.946216342127,813.4392905832284,-3306.104140406914
-6186.998908435966,246.70194028891683,-2756.8239463899845
-6413.959527687225,-323.9460443910725,-2163.8364082934186
-6539.183849162377,-889.4550417706798,-1536.5275289395356
-6560.641680865028,-1440.849201689595,-884.8371037536713
-6477.952012772616,-1969.3699323237765,-219.10089647969562
-6292.391666794949,-2466.616344109907,450.11408398253434
-6006.877143500684,-2924.680315858105,1112.1785308336366
-5625.919820683641,-3336.273914682026,1756.5712329342812
-5155.555124272359,-3694.8470121052287,2373.048084295714
-4603.246753575261,-3994.693092586647,2951.806879788091
-3977.767489913475,-4231.04144543032,3483.645122651979
-3289.058539852993,-4400.134163063571,3960.108179261292
-2548.06975146898,-4499.286633256614,4373.625279347219
-1766.5833851242012,-4526.930504274465,4717.631072351586
-957.0244110557778,-4482.63841362447,4986.670708071594
-132.26053804602498,-4367.13009582248,5176.4867063265165
694.6046542580848,-4182.25981495212,5284.086208980731
1510.4420052377545,-3930.985396191707,5307.787560466193
2302.3069774523965,-3617.3194496157566,5247.245531616114
3057.6463002125206,-3246.263682607422,5103.454877639137
3764.4976751340187,-2823.7274780246503,4878.732296041365
4411.67932367381,-2356.432168604422,4576.677216285513
4988.96636852071,-1851.802659752445,4202.112202682507
5487.251300386311,-1317.8482397148632,3761.0040790471635
5898.686081827559,-763.0345661361173,3260.367182651506
6216.8037724580445,-196.14893020977752,2708.1504217294087
6436.617917401934,373.8390259522944,2113.1100421194733
6554.698315445885,937.9189256040779,1484.670202569363
6569.222167797214,1487.1813919889973,832.773613791926
6479.999996035862,2012.957716993069,167.72461347391527
6288.476102850922,2506.9553411950683,-499.9728712437918
5997.703726380543,2961.3871122894425,-1159.7799795145413
5612.295404132945,3369.092403595908,-1801.2876885734909
5138.34941202046,3723.648311465433,-2414.379224464321
4583.353475129843,4019.4693072233845,-2989.3876906699957
3956.0672571772266,4251.89389343302,-3517.24657866743
3266.3854232657372,4417.257003522336,-3989.630936595236
2525.1833339672394,4512.94708622375,-4399.087109788678
1744.1476663917474,4537.447030060473,-4739.149128373396
935.5944682936843,4490.35830663915,-5004.440001054614
112.27733278558117,4372.407943202498,-5190.7563794477755
-712.8114679028063,4185.438173160075,-5295.1352825681515
-1526.6439329997847,3932.3788564277047,-5315.901815176909
-2316.360328200275,3617.203007432492,-5252.697075135308
-3069.471139251268,3244.8660153464225,-5106.485722036326
-3774.0538920845424,2821.2293859044485,-4879.542970036625
-4418.941783502405,2352.970074041772,-4575.421069373685
-4993.901146845707,1847.4767081335108,-4198.895650299502
-5489.79490364388,1312.734226028941,-3755.892616232452
-5898.729326087939,757.1986462011246,-3253.396585311357
-6214.181656570428,189.66387979304432,-2699.342186092552
-6431.106398733641,-380.87735334350873,-2102.4898081956335
-6546.018407505164,-945.3763137828796,-1472.2876861918617
-6557.051260181269,-1494.872452028125,-818.7224486164059
-6463.989782047084,-2020.636697087183,-152.1604873483002
-6268.276022214806,-2514.3114669369934,516.8173104052275
-5972.98842089237,-2968.045070612885,1177.5847802707528
-5582.794369581718,-3374.6182426434416,1819.6408636410893
-5103.8768312079355,-3727.560665665318,2432.7783226427323
-4543.836147700982,-4021.255495143959,3007.247960485174
-3911.5686075893022,-4251.03009875793,3533.915581323019
-3217.123765269911,-4413.231458512112,4004.409039016992
-2471.542886826096,-4505.284951188998,4411.252892076718
-1686.6812354253361,-4525.735516500144,4747.988399267521
-875.0171945331954,-4474.270535609576,5009.276852048813
-49.45145297858289,-4351.724068360925,5190.984540117741
776.9003623743938,-4160.062428033769,5290.247977719271
1590.918125774238,-3902.3514002516586,5305.5183731582865
2379.6872159275463,-3582.705730483309,5236.584693737762
3130.704615611174,-3206.2218056480165,5084.575054631957
3832.0777432349623,-2778.8947336160327,4851.936534631348
4472.712815195267,-2307.5212747403957,4542.393886364546
5042.489754826203,-1799.5902978614959,4160.887956313491
5532.420927810557,-1263.162616462856,3713.494954393767
5934.791287614725,-706.7422069115781,3207.3280088189554
6243.277850069098,-139.14091912416188,2650.4227052700326
6453.046775762234,430.66113932694975,2051.608537056806
6560.826714820634,993.6573307618753,1420.3683830851794
6564.957453707993,1540.9561129271767,766.6882821584509
6465.4132913435515,2063.9203830386577,100.89988542714946
6263.800956279629,2554.3024254491247,-566.4819555943886
5963.332252880242,3004.3724403074007,-1224.9239688171785
5568.771988188305,3407.038747669714,-1864.0391080396498
5086.36207899557,3755.9579007100087,-2473.7485932283
4523.72306773882,4045.6331003440005,-3044.4389308161135
3889.7345839859445,4271.4994793292335,-3567.111588063829
3194.3965735872375,4429.995014564138,-4033.5231103140745
2448.673378460774,4518.616029929843,-4436.313609985785
1664.3229849672753,4535.95646684885,-4769.121719902649
853.7139663988892,4481.730324148103,-5026.684289677996
29.632823656220808,4356.776901237655,-5204.919311143443
-794.9154241301194,4163.048717446604,-5300.990786025272
-1606.9104324724226,3903.5822238522287,-5313.3544949534335
-2393.520461677511,3582.4516701392367,-5241.783889993909
-3142.3039559720696,3204.706735663724,-5087.375611468931
-3841.405681238148,2776.294778339716,-4852.53442170159
-4479.744371375253,2303.9687941733237,-4540.937650807431
-5047.18891827722,1795.18241077918,-4157.4795594678735
-5534.720271664821,1257.9734561899256,-3708.196336837459
-5934.576393621616,700.8378455278146,-3200.172763775873
-6240.377838812712,132.59570825681908,-2641.4318772665692
-6447.231804156792,-437.748166711395,-2040.8092654713473
-6551.812809086356,-1001.1473662432102,-1407.813898252854
-6552.418526030033,-1548.6580763398883,-752.477648848248
-6448.999675554225,-2071.5821488730644,-85.19588236974187
-6243.163325480526,-2561.6066552499697,583.4383301536641
-5938.149380707322,-3010.937601849042,1242.8036729465668
-5538.7805117140615,-3412.4255574829276,1882.4209294216253
-5051.386235197926,-3759.6810626273204,2492.1213743119806
-4483.702319739509,-4047.1778524317715,3062.21039095739
-3844.7471323026666,-4270.3421280332,3583.623556968161
-3144.676957329697,-4425.626349637891,4048.072562115016
-2394.6226992860784,-4510.566295282266,4448.178495299386
-1606.5107127089996,-4523.820425200359,4777.590259343653
-792.8707833426706,-4465.19090660231,5031.086138159551
33.36549648999244,-4335.625980152982,5204.656844426434
859.0725599999996,-4137.2036800000005,5295.56871
